Exchange,Date,Scrip Name,Buy/Sell,Qty,Rate,Net Amount,
NSE,21-12-2012,RELIANCE POWER,BUY,20,91.56,-1831.2,
NSE,01-01-2013,SUZLON ENERGY L,BUY,100,18.99,-1899,
NSE,04-03-2013,SBI,BUY,1,2101.3,-2101.3,
NSE,19-03-2013,B H E L,BUY,10,187.63,-1876.3,
